order_id,order_date,region,category,sub_category,segment,channel,customer_tier,quantity,unit_price,revenue,cost,profit,returned
ORD-11770,2024-03-05,Midwest,Furniture,Desks,Consumer,Retail,Returning,6,450.79,2704.74,1736.35,968.39,0
ORD-11977,2024-03-05,Midwest,Office Supplies,Binders,Home Office,Online,Loyal,4,29.56,118.24,82.66,35.58,0
ORD-12071,2024-03-05,South,Apparel,Men,Corporate,Partner,Loyal,4,107.6,430.41,281.05,149.36,0
ORD-12240,2024-03-05,Northeast,Electronics,Phones,Home Office,Partner,Returning,5,444.99,2224.93,1607.81,617.12,0
ORD-10097,2024-03-06,West,Electronics,Accessories,Consumer,Online,Returning,4,198.12,792.49,393.46,399.03,0
ORD-10245,2024-03-06,Midwest,Office Supplies,Pens,Home Office,Partner,Returning,4,14.36,57.45,31.56,25.89,0
ORD-10622,2024-03-06,South,Apparel,Men,Consumer,Retail,New,8,87.92,703.39,429.61,273.78,0
ORD-10661,2024-03-06,South,Furniture,Desks,Consumer,Online,Returning,7,400.13,2800.93,2034.82,766.11,0
ORD-10871,2024-03-06,South,Office Supplies,Paper,Home Office,Partner,Returning,4,13.03,52.12,26.85,25.27,0
ORD-10966,2024-03-06,Northeast,Office Supplies,Paper,Consumer,Online,Returning,3,23.35,70.06,45.11,24.95,0
ORD-11452,2024-03-06,Midwest,Furniture,Storage,Consumer,Online,Loyal,3,547.24,1641.73,1047.66,594.07,0
ORD-11666,2024-03-06,South,Furniture,Chairs,Consumer,Partner,New,3,146.86,440.57,201.9,238.67,0
ORD-12039,2024-03-06,Midwest,Furniture,Storage,Consumer,Online,Returning,2,538.93,1077.86,564.26,513.6,0
ORD-12081,2024-03-06,West,Furniture,Desks,Consumer,Online,Loyal,6,371.84,2231.03,1234.66,996.37,0
ORD-12149,2024-03-06,Midwest,Electronics,Phones,Consumer,Online,New,4,270.63,1082.51,766.19,316.32,0
ORD-12236,2024-03-06,West,Office Supplies,Binders,Consumer,Online,Returning,7,21.17,148.19,68.68,79.51,0
ORD-12346,2024-03-06,Northeast,Apparel,Kids,Consumer,Online,Loyal,1,113.63,113.63,58.64,54.99,0
ORD-10118,2024-03-07,Northeast,Apparel,Kids,Corporate,Retail,Returning,3,113.79,341.38,245.27,96.11,0
ORD-10643,2024-03-07,South,Office Supplies,Binders,Corporate,Retail,Returning,4,17.21,68.84,33.67,35.17,0
ORD-11731,2024-03-07,West,Apparel,Women,Consumer,Online,New,1,106.96,106.96,70.95,36.01,0
ORD-11863,2024-03-07,Northeast,Apparel,Women,Corporate,Partner,Returning,1,104.82,104.82,65.11,39.71,0
ORD-12174,2024-03-07,Midwest,Apparel,Women,Consumer,Partner,New,2,63.4,126.8,82.25,44.55,0
ORD-12253,2024-03-07,Midwest,Electronics,Laptops,Consumer,Online,Returning,4,276.25,1105.0,813.03,291.97,0
ORD-10498,2024-03-08,Northeast,Office Supplies,Pens,Corporate,Retail,Returning,7,18.65,130.58,90.53,40.05,0
ORD-11158,2024-03-08,South,Electronics,Laptops,Consumer,Online,Returning,1,279.33,279.33,182.85,96.48,0
ORD-11284,2024-03-08,West,Furniture,Storage,Consumer,Partner,New,2,444.82,889.64,435.21,454.43,0
ORD-11433,2024-03-08,Midwest,Furniture,Desks,Consumer,Online,New,3,373.24,1119.73,749.96,369.77,0
ORD-11436,2024-03-08,Northeast,Electronics,Phones,Consumer,Partner,Returning,2,121.0,242.0,159.95,82.05,0
ORD-11506,2024-03-08,West,Furniture,Desks,Consumer,Online,Returning,4,120.46,481.84,285.27,196.57,0
ORD-11531,2024-03-08,West,Apparel,Men,Corporate,Retail,Loyal,2,69.54,139.09,96.66,42.43,0
ORD-11549,2024-03-08,Northeast,Electronics,Accessories,Consumer,Retail,New,2,249.79,499.57,287.94,211.63,0
ORD-12225,2024-03-08,Midwest,Electronics,Accessories,Home Office,Partner,Returning,6,469.38,2816.28,1360.4,1455.88,0
ORD-12434,2024-03-08,West,Furniture,Chairs,Corporate,Online,Returning,6,570.47,3422.83,1678.73,1744.1,0
ORD-12442,2024-03-08,Northeast,Furniture,Chairs,Corporate,Retail,Loyal,8,113.24,905.95,415.71,490.24,0
ORD-10251,2024-03-09,South,Office Supplies,Binders,Corporate,Online,Loyal,7,39.44,276.08,126.05,150.03,0
ORD-10650,2024-03-09,South,Apparel,Kids,Consumer,Online,Loyal,6,117.02,702.11,429.14,272.97,0
ORD-10935,2024-03-09,Midwest,Furniture,Chairs,Corporate,Retail,Loyal,6,351.51,2109.08,1356.56,752.52,0
ORD-11423,2024-03-09,Midwest,Office Supplies,Binders,Home Office,Partner,New,3,6.14,18.43,11.9,6.53,0
ORD-11424,2024-03-09,South,Electronics,Laptops,Consumer,Online,Returning,5,88.97,444.83,232.23,212.6,0
ORD-12436,2024-03-09,Midwest,Apparel,Kids,Corporate,Retail,Returning,2,29.49,58.97,26.56,32.41,0
ORD-10576,2024-03-10,West,Office Supplies,Pens,Consumer,Online,Returning,4,20.42,81.68,40.71,40.97,0
ORD-11023,2024-03-10,West,Electronics,Laptops,Consumer,Online,Loyal,7,444.85,3113.92,2135.89,978.03,0
ORD-11858,2024-03-10,West,Apparel,Men,Consumer,Online,New,8,96.21,769.64,432.77,336.87,0
ORD-12425,2024-03-10,West,Apparel,Women,Consumer,Retail,Returning,6,97.44,584.65,406.14,178.51,0
ORD-12428,2024-03-10,Northeast,Office Supplies,Pens,Corporate,Online,New,7,16.75,117.28,60.91,56.37,0
ORD-10158,2024-03-11,Midwest,Furniture,Chairs,Consumer,Retail,Returning,8,58.65,469.22,213.5,255.72,0
ORD-10181,2024-03-11,Midwest,Apparel,Women,Consumer,Retail,Loyal,3,48.03,144.09,84.34,59.75,0
ORD-10394,2024-03-11,West,Apparel,Women,Corporate,Online,Returning,8,15.78,126.24,75.67,50.57,0
ORD-10872,2024-03-11,West,Apparel,Men,Consumer,Partner,Loyal,4,36.59,146.37,82.57,63.8,0
ORD-12080,2024-03-11,Midwest,Apparel,Women,Consumer,Online,Returning,6,42.56,255.36,167.77,87.59,0
ORD-12179,2024-03-11,West,Apparel,Women,Consumer,Online,Loyal,2,107.77,215.54,144.13,71.41,0
ORD-12297,2024-03-11,Midwest,Apparel,Women,Corporate,Partner,New,6,86.98,521.9,356.04,165.86,0
ORD-12324,2024-03-11,South,Electronics,Phones,Consumer,Retail,Returning,6,346.47,2078.83,1326.72,752.11,0
ORD-10149,2024-03-12,South,Office Supplies,Paper,Corporate,Retail,Loyal,4,27.43,109.71,59.26,50.45,0
ORD-10451,2024-03-12,South,Apparel,Kids,Consumer,Online,Loyal,2,38.79,77.58,37.83,39.75,0
ORD-10537,2024-03-12,Midwest,Office Supplies,Binders,Corporate,Partner,Returning,6,29.19,175.12,113.6,61.52,0
ORD-11380,2024-03-12,West,Apparel,Men,Consumer,Retail,Loyal,1,41.53,41.53,25.17,16.36,0
ORD-11509,2024-03-12,Northeast,Electronics,Accessories,Consumer,Retail,New,8,262.79,2102.29,1327.89,774.4,0
ORD-11652,2024-03-12,West,Office Supplies,Pens,Home Office,Online,Loyal,1,7.74,7.74,5.76,1.98,0
ORD-12319,2024-03-12,Midwest,Furniture,Chairs,Consumer,Retail,New,1,164.28,164.28,87.22,77.06,0
ORD-12492,2024-03-12,West,Office Supplies,Pens,Corporate,Online,Returning,6,18.29,109.73,67.57,42.16,0
ORD-10176,2024-03-13,South,Office Supplies,Binders,Consumer,Online,Returning,8,19.74,157.92,73.18,84.74,0
ORD-11098,2024-03-13,South,Apparel,Kids,Corporate,Retail,Returning,5,59.08,295.39,196.46,98.93,0
ORD-11205,2024-03-13,Midwest,Furniture,Desks,Corporate,Online,Returning,3,582.21,1746.64,925.33,821.31,0
ORD-11343,2024-03-13,South,Apparel,Kids,Corporate,Online,Loyal,1,23.22,23.22,16.74,6.48,0
ORD-11352,2024-03-13,South,Apparel,Women,Consumer,Retail,New,1,54.45,54.45,30.66,23.79,0
ORD-11812,2024-03-13,South,Apparel,Women,Consumer,Online,New,7,86.86,608.0,294.82,313.18,0
ORD-10105,2024-03-14,Northeast,Office Supplies,Binders,Corporate,Online,Returning,2,38.28,76.55,52.51,24.04,0
ORD-10477,2024-03-14,Midwest,Electronics,Phones,Home Office,Online,Returning,1,265.15,265.15,153.03,112.12,0
ORD-10604,2024-03-14,West,Electronics,Phones,Corporate,Online,Returning,8,119.79,958.33,500.51,457.82,0
ORD-10291,2024-03-15,Northeast,Apparel,Women,Consumer,Online,New,6,98.1,588.62,333.41,255.21,0
ORD-10358,2024-03-15,Northeast,Furniture,Desks,Corporate,Partner,New,6,130.04,780.23,578.83,201.4,0
ORD-10845,2024-03-15,Northeast,Office Supplies,Pens,Corporate,Online,Returning,3,10.77,32.32,20.77,11.55,0
ORD-10904,2024-03-15,Midwest,Electronics,Laptops,Home Office,Partner,Returning,8,230.95,1847.61,1301.4,546.21,0
ORD-11074,2024-03-15,South,Electronics,Laptops,Consumer,Retail,Returning,5,380.63,1903.14,994.14,909.0,0
ORD-11364,2024-03-15,Midwest,Furniture,Chairs,Consumer,Online,New,5,189.11,945.57,505.33,440.24,0
ORD-11819,2024-03-15,Midwest,Electronics,Accessories,Consumer,Online,Returning,4,170.35,681.41,498.11,183.3,0
ORD-12072,2024-03-15,West,Office Supplies,Pens,Consumer,Online,Loyal,5,20.29,101.47,47.22,54.25,0
ORD-11092,2024-03-16,West,Apparel,Women,Consumer,Retail,New,5,64.23,321.16,193.38,127.78,0
ORD-11441,2024-03-16,South,Electronics,Laptops,Consumer,Online,New,1,53.3,53.3,35.88,17.42,0
ORD-11561,2024-03-16,Midwest,Electronics,Laptops,Home Office,Partner,Loyal,2,142.19,284.39,170.27,114.12,0
ORD-12340,2024-03-16,Northeast,Electronics,Laptops,Corporate,Retail,Returning,2,413.33,826.66,508.84,317.82,0
ORD-10214,2024-03-17,Midwest,Electronics,Accessories,Corporate,Online,Loyal,8,71.5,572.01,409.21,162.8,0
ORD-10409,2024-03-17,West,Electronics,Phones,Consumer,Retail,Loyal,1,276.44,276.44,194.4,82.04,0
ORD-10492,2024-03-17,Midwest,Electronics,Phones,Consumer,Online,Loyal,7,96.33,674.29,503.46,170.83,0
ORD-10565,2024-03-17,Midwest,Apparel,Men,Corporate,Online,New,8,47.87,382.98,193.92,189.06,0
ORD-10660,2024-03-17,Midwest,Furniture,Desks,Consumer,Retail,Loyal,8,112.24,897.92,443.03,454.89,0
ORD-11094,2024-03-17,Midwest,Office Supplies,Pens,Home Office,Online,New,5,16.89,84.44,56.09,28.35,0
ORD-11428,2024-03-17,Midwest,Apparel,Women,Consumer,Partner,Loyal,1,108.79,108.79,62.47,46.32,0
ORD-11654,2024-03-17,West,Office Supplies,Binders,Consumer,Online,Returning,4,5.32,21.27,12.09,9.18,0
ORD-11778,2024-03-17,Midwest,Furniture,Chairs,Home Office,Online,New,2,58.62,117.25,80.29,36.96,0
ORD-11862,2024-03-17,South,Furniture,Storage,Corporate,Online,Returning,6,282.47,1694.8,1227.27,467.53,0
ORD-12178,2024-03-17,Midwest,Furniture,Storage,Consumer,Retail,Loyal,6,412.14,2472.84,1602.06,870.78,0
ORD-12296,2024-03-17,South,Office Supplies,Pens,Corporate,Online,Returning,2,8.8,17.6,11.5,6.1,0
ORD-10062,2024-03-18,Midwest,Apparel,Men,Consumer,Retail,Loyal,8,30.14,241.09,171.48,69.61,0
ORD-10247,2024-03-18,South,Furniture,Chairs,Consumer,Retail,Loyal,8,524.32,4194.53,2306.11,1888.42,0
ORD-10328,2024-03-18,Northeast,Electronics,Accessories,Consumer,Online,Returning,8,371.93,2975.4,1644.13,1331.27,0
ORD-11039,2024-03-18,West,Electronics,Phones,Consumer,Online,Loyal,6,350.11,2100.67,1000.46,1100.21,0
ORD-11220,2024-03-18,West,Office Supplies,Paper,Consumer,Partner,Returning,8,14.69,117.54,53.87,63.67,0
ORD-11426,2024-03-18,West,Apparel,Women,Consumer,Online,New,8,16.47,131.75,92.19,39.56,0
ORD-11460,2024-03-18,West,Electronics,Laptops,Corporate,Retail,Loyal,3,204.97,614.91,398.45,216.46,0
ORD-11755,2024-03-18,Midwest,Furniture,Desks,Home Office,Online,Loyal,4,393.28,1573.11,1103.28,469.83,0
ORD-12375,2024-03-18,South,Electronics,Accessories,Corporate,Online,Loyal,7,225.86,1581.05,781.14,799.91,0
ORD-10437,2024-03-19,Northeast,Furniture,Chairs,Consumer,Online,New,5,162.84,814.18,605.27,208.91,0
ORD-10611,2024-03-19,Midwest,Furniture,Storage,Corporate,Online,Loyal,3,450.07,1350.2,977.16,373.04,1
ORD-10674,2024-03-19,Northeast,Apparel,Men,Consumer,Partner,Returning,2,46.04,92.08,43.32,48.76,0
ORD-11629,2024-03-19,West,Furniture,Chairs,Corporate,Online,Returning,8,570.21,4561.7,2287.14,2274.56,0
ORD-11641,2024-03-19,South,Furniture,Storage,Home Office,Online,Returning,8,395.28,3162.25,1929.43,1232.82,0
ORD-12119,2024-03-19,South,Office Supplies,Pens,Corporate,Online,New,6,5.59,33.52,20.66,12.86,0
ORD-12151,2024-03-19,Midwest,Electronics,Accessories,Consumer,Online,Returning,4,86.44,345.76,245.07,100.69,0
ORD-12208,2024-03-19,South,Apparel,Women,Home Office,Online,Loyal,4,81.16,324.64,173.3,151.34,0
ORD-10325,2024-03-20,Northeast,Office Supplies,Paper,Consumer,Retail,New,5,37.12,185.59,110.08,75.51,1
ORD-10652,2024-03-20,West,Apparel,Men,Consumer,Partner,New,3,74.81,224.44,164.52,59.92,0
ORD-10656,2024-03-20,South,Furniture,Chairs,Corporate,Online,Loyal,2,106.41,212.82,95.85,116.97,0
ORD-11022,2024-03-20,South,Furniture,Chairs,Corporate,Online,New,3,442.39,1327.16,614.05,713.11,0
ORD-11348,2024-03-20,Northeast,Office Supplies,Pens,Corporate,Retail,Returning,7,29.37,205.57,137.2,68.37,0
ORD-11478,2024-03-20,West,Apparel,Kids,Home Office,Online,Returning,6,29.37,176.19,120.01,56.18,0
ORD-10483,2024-03-21,Midwest,Furniture,Storage,Corporate,Retail,Loyal,6,530.43,3182.57,1998.36,1184.21,0
ORD-10745,2024-03-21,Midwest,Office Supplies,Paper,Home Office,Partner,Returning,7,36.0,251.98,184.22,67.76,0
ORD-11475,2024-03-21,Northeast,Office Supplies,Paper,Corporate,Partner,Returning,5,5.44,27.2,14.7,12.5,0
ORD-11717,2024-03-21,South,Electronics,Laptops,Consumer,Online,Returning,1,91.92,91.92,47.59,44.33,0
ORD-11802,2024-03-21,Midwest,Electronics,Accessories,Consumer,Partner,Loyal,8,142.24,1137.93,521.25,616.68,0
ORD-11962,2024-03-21,South,Office Supplies,Pens,Corporate,Online,Loyal,8,14.46,115.67,52.34,63.33,0
ORD-11980,2024-03-21,South,Furniture,Storage,Corporate,Retail,Loyal,8,488.49,3907.9,2770.36,1137.54,1
ORD-12126,2024-03-21,Northeast,Office Supplies,Binders,Consumer,Online,New,4,25.83,103.3,74.52,28.78,0
ORD-12490,2024-03-21,Northeast,Electronics,Accessories,Consumer,Online,Loyal,8,223.49,1787.89,829.74,958.15,0
ORD-10739,2024-03-22,Northeast,Furniture,Chairs,Consumer,Retail,Returning,4,494.71,1978.82,1424.63,554.19,0
ORD-11038,2024-03-22,West,Office Supplies,Pens,Home Office,Online,New,1,36.17,36.17,24.89,11.28,0
ORD-11138,2024-03-22,South,Electronics,Laptops,Consumer,Online,Loyal,2,353.72,707.45,456.58,250.87,0
ORD-11183,2024-03-22,South,Electronics,Phones,Consumer,Online,New,6,453.5,2721.0,1746.75,974.25,0
ORD-11243,2024-03-22,West,Apparel,Kids,Corporate,Retail,Returning,2,65.96,131.91,83.67,48.24,0
ORD-11405,2024-03-22,Northeast,Apparel,Kids,Consumer,Retail,Returning,4,71.32,285.28,194.73,90.55,0
ORD-11495,2024-03-22,West,Office Supplies,Binders,Home Office,Partner,New,4,17.71,70.86,37.42,33.44,0
ORD-12013,2024-03-22,Midwest,Office Supplies,Pens,Consumer,Retail,Returning,2,20.09,40.19,18.59,21.6,0
ORD-12453,2024-03-22,South,Apparel,Men,Corporate,Online,Returning,8,41.16,329.3,150.84,178.46,0
ORD-12462,2024-03-22,Northeast,Electronics,Laptops,Consumer,Retail,New,3,342.48,1027.44,542.05,485.39,0
ORD-10407,2024-03-23,Northeast,Electronics,Laptops,Consumer,Online,New,5,124.25,621.23,352.73,268.5,0
ORD-11054,2024-03-23,Midwest,Apparel,Men,Consumer,Retail,Returning,2,113.4,226.79,166.93,59.86,0
ORD-11367,2024-03-23,West,Office Supplies,Paper,Consumer,Online,Returning,1,12.04,12.04,6.27,5.77,0
ORD-11822,2024-03-23,West,Furniture,Chairs,Consumer,Online,Loyal,6,245.77,1474.62,900.05,574.57,0
ORD-11998,2024-03-23,Midwest,Apparel,Women,Consumer,Online,Loyal,8,73.17,585.34,381.62,203.72,0
ORD-12004,2024-03-23,South,Apparel,Men,Consumer,Online,New,2,54.37,108.74,75.62,33.12,0
ORD-12432,2024-03-23,Midwest,Furniture,Storage,Consumer,Retail,New,7,274.76,1923.32,1307.73,615.59,0
ORD-10041,2024-03-24,Northeast,Office Supplies,Paper,Home Office,Retail,Loyal,7,5.81,40.68,25.96,14.72,0
ORD-10553,2024-03-24,Northeast,Electronics,Laptops,Consumer,Partner,Returning,4,254.41,1017.63,706.64,310.99,0
ORD-10758,2024-03-24,Midwest,Apparel,Women,Consumer,Online,Loyal,5,50.44,252.2,143.35,108.85,0
ORD-10857,2024-03-24,West,Furniture,Chairs,Corporate,Online,Loyal,6,346.22,2077.35,1410.22,667.13,0
ORD-10968,2024-03-24,South,Furniture,Chairs,Home Office,Online,Returning,2,349.81,699.62,397.94,301.68,0
ORD-11131,2024-03-24,Northeast,Electronics,Laptops,Consumer,Online,Loyal,6,103.69,622.16,302.61,319.55,0
ORD-11173,2024-03-24,Northeast,Furniture,Storage,Consumer,Online,Returning,6,100.86,605.17,429.89,175.28,0
ORD-11566,2024-03-24,Northeast,Office Supplies,Paper,Corporate,Online,Returning,7,21.14,147.96,74.11,73.85,0
ORD-11610,2024-03-24,South,Furniture,Chairs,Home Office,Online,Loyal,3,443.32,1329.97,624.11,705.86,0
ORD-12062,2024-03-24,Midwest,Office Supplies,Binders,Corporate,Retail,New,1,10.14,10.14,5.92,4.22,0
ORD-12150,2024-03-24,Northeast,Electronics,Accessories,Corporate,Retail,Returning,6,115.16,690.96,491.04,199.92,1
ORD-12293,2024-03-24,Midwest,Electronics,Phones,Home Office,Retail,Returning,2,295.85,591.7,301.85,289.85,0
ORD-12419,2024-03-24,Midwest,Apparel,Women,Corporate,Online,New,5,27.99,139.94,80.16,59.78,0
ORD-10053,2024-03-25,South,Office Supplies,Pens,Consumer,Online,Returning,7,21.27,148.89,68.78,80.11,0
ORD-10796,2024-03-25,Midwest,Furniture,Desks,Corporate,Partner,Returning,5,165.84,829.2,620.95,208.25,0
ORD-11307,2024-03-25,Northeast,Electronics,Phones,Consumer,Retail,Returning,3,277.66,832.99,536.0,296.99,0
ORD-11585,2024-03-25,Midwest,Electronics,Accessories,Corporate,Online,New,5,196.87,984.37,552.53,431.84,0
ORD-11895,2024-03-25,Midwest,Electronics,Phones,Consumer,Online,New,6,236.62,1419.72,845.43,574.29,0
ORD-12408,2024-03-25,Northeast,Furniture,Chairs,Corporate,Online,New,1,61.92,61.92,41.98,19.94,0
ORD-11236,2024-03-26,Northeast,Furniture,Chairs,Corporate,Online,New,1,430.42,430.42,208.49,221.93,0
ORD-11407,2024-03-26,West,Electronics,Laptops,Corporate,Online,New,7,461.0,3227.0,1538.73,1688.27,0
ORD-11498,2024-03-26,Midwest,Office Supplies,Binders,Corporate,Online,Loyal,6,21.71,130.26,70.39,59.87,1
ORD-11902,2024-03-26,West,Apparel,Women,Corporate,Retail,Returning,5,99.47,497.34,354.24,143.1,0
ORD-11928,2024-03-26,Midwest,Electronics,Laptops,Consumer,Online,Returning,2,308.1,616.19,304.41,311.78,0
ORD-12127,2024-03-26,Midwest,Furniture,Storage,Home Office,Online,Returning,7,589.09,4123.63,2935.24,1188.39,0
ORD-12206,2024-03-26,West,Office Supplies,Pens,Corporate,Online,Loyal,3,13.55,40.64,21.55,19.09,0
ORD-10031,2024-03-27,South,Electronics,Laptops,Consumer,Partner,New,5,145.31,726.56,430.52,296.04,0
ORD-10186,2024-03-27,South,Office Supplies,Pens,Consumer,Online,Loyal,2,18.23,36.46,19.44,17.02,0
ORD-10459,2024-03-27,Midwest,Electronics,Laptops,Consumer,Retail,Loyal,2,149.02,298.05,202.61,95.44,0
ORD-10893,2024-03-27,Midwest,Apparel,Women,Consumer,Online,Loyal,6,88.67,532.01,308.43,223.58,0
ORD-11981,2024-03-27,Midwest,Furniture,Desks,Corporate,Online,Loyal,7,73.49,514.42,233.94,280.48,1
ORD-12145,2024-03-27,Northeast,Office Supplies,Binders,Corporate,Online,New,7,32.39,226.72,119.06,107.66,0
ORD-12203,2024-03-27,South,Furniture,Chairs,Consumer,Retail,New,8,365.02,2920.15,1842.95,1077.2,0
ORD-12305,2024-03-27,West,Apparel,Women,Consumer,Retail,New,5,31.07,155.35,76.78,78.57,0
ORD-10515,2024-03-28,South,Electronics,Laptops,Corporate,Online,Returning,4,112.38,449.51,310.4,139.11,0
ORD-10542,2024-03-28,Midwest,Furniture,Storage,Consumer,Online,New,5,520.51,2602.57,1385.34,1217.23,0
ORD-10704,2024-03-28,West,Office Supplies,Pens,Consumer,Online,New,1,34.14,34.14,24.54,9.6,0
ORD-10849,2024-03-28,Midwest,Office Supplies,Pens,Corporate,Retail,Returning,7,9.26,64.8,32.57,32.23,1
ORD-11278,2024-03-28,Northeast,Electronics,Laptops,Consumer,Partner,Loyal,6,299.06,1794.36,921.28,873.08,0
ORD-12378,2024-03-28,Midwest,Furniture,Desks,Consumer,Partner,Loyal,3,449.59,1348.77,677.42,671.35,0
ORD-10956,2024-03-29,Midwest,Furniture,Storage,Consumer,Online,Returning,5,61.92,309.62,228.05,81.57,0
ORD-12089,2024-03-29,Midwest,Electronics,Phones,Corporate,Online,Returning,1,250.15,250.15,141.26,108.89,0
ORD-12268,2024-03-29,West,Electronics,Laptops,Corporate,Online,New,5,454.94,2274.69,1537.41,737.28,0
ORD-10078,2024-03-30,Midwest,Office Supplies,Paper,Corporate,Retail,Loyal,8,24.97,199.73,103.15,96.58,0
ORD-10200,2024-03-30,Midwest,Electronics,Phones,Corporate,Online,Loyal,5,119.3,596.5,427.05,169.45,1
ORD-11939,2024-03-30,Midwest,Electronics,Laptops,Consumer,Online,Loyal,3,396.21,1188.64,585.02,603.62,0
ORD-10219,2024-03-31,Northeast,Office Supplies,Paper,Consumer,Retail,New,2,38.54,77.08,56.47,20.61,0
ORD-10773,2024-03-31,Midwest,Office Supplies,Paper,Consumer,Online,Returning,7,31.02,217.14,100.44,116.7,0
ORD-11056,2024-03-31,South,Apparel,Men,Corporate,Partner,Returning,2,69.82,139.64,91.72,47.92,0
ORD-11259,2024-03-31,West,Office Supplies,Paper,Home Office,Retail,Returning,5,4.76,23.78,13.88,9.9,0
ORD-11369,2024-03-31,West,Furniture,Storage,Corporate,Partner,New,8,460.84,3686.73,2635.95,1050.78,0
ORD-11519,2024-03-31,South,Furniture,Chairs,Corporate,Online,Loyal,4,53.18,212.74,155.2,57.54,0
ORD-11671,2024-03-31,South,Apparel,Women,Corporate,Retail,New,8,97.69,781.53,556.22,225.31,0
ORD-12103,2024-03-31,Northeast,Electronics,Laptops,Consumer,Retail,Returning,3,353.42,1060.26,532.98,527.28,0
ORD-10804,2024-04-01,West,Electronics,Phones,Consumer,Online,Returning,6,157.17,943.01,596.01,347.0,1
ORD-11492,2024-04-01,Midwest,Furniture,Chairs,Corporate,Partner,Loyal,1,588.61,588.61,312.31,276.3,0
ORD-11551,2024-04-01,South,Electronics,Accessories,Corporate,Partner,New,3,619.26,1857.77,886.17,971.6,0
ORD-10911,2024-04-02,West,Electronics,Accessories,Corporate,Online,New,7,550.68,3854.78,2540.01,1314.77,0
ORD-11176,2024-04-02,Northeast,Electronics,Phones,Consumer,Retail,Returning,8,844.57,6756.56,3115.5,3641.06,0
ORD-11200,2024-04-02,Northeast,Furniture,Desks,Consumer,Online,Loyal,2,330.99,661.99,351.6,310.39,0
ORD-11341,2024-04-02,Midwest,Apparel,Women,Consumer,Online,Loyal,4,75.23,300.92,145.15,155.77,0
ORD-11397,2024-04-02,South,Electronics,Laptops,Consumer,Retail,New,6,677.73,4066.38,1953.73,2112.65,0
ORD-12385,2024-04-02,West,Furniture,Desks,Corporate,Online,Returning,6,88.93,533.56,332.72,200.84,0
ORD-10313,2024-04-03,Midwest,Office Supplies,Binders,Corporate,Online,Returning,7,21.59,151.14,99.13,52.01,1
ORD-11146,2024-04-03,West,Apparel,Women,Consumer,Online,Loyal,5,86.77,433.85,291.46,142.39,0
ORD-11830,2024-04-03,Northeast,Furniture,Desks,Consumer,Retail,New,5,103.72,518.59,272.52,246.07,0
ORD-11963,2024-04-03,Northeast,Electronics,Laptops,Consumer,Online,New,8,336.02,2688.16,1758.95,929.21,0
ORD-11972,2024-04-03,West,Office Supplies,Pens,Corporate,Retail,New,3,37.25,111.75,52.64,59.11,0
ORD-10406,2024-04-04,Midwest,Electronics,Accessories,Consumer,Online,Loyal,8,836.61,6692.88,4557.61,2135.27,0
ORD-10668,2024-04-04,West,Electronics,Accessories,Consumer,Retail,Returning,7,215.16,1506.09,726.72,779.37,0
ORD-10734,2024-04-04,Midwest,Furniture,Storage,Consumer,Retail,Returning,8,209.2,1673.58,937.54,736.04,0
ORD-11096,2024-04-04,Northeast,Furniture,Chairs,Consumer,Online,New,7,340.72,2385.02,1601.66,783.36,0
ORD-11518,2024-04-04,South,Electronics,Laptops,Corporate,Online,New,2,120.92,241.84,164.19,77.65,0
ORD-12143,2024-04-04,South,Electronics,Laptops,Consumer,Retail,Returning,1,739.14,739.14,472.46,266.68,0
ORD-10137,2024-04-05,Northeast,Office Supplies,Paper,Consumer,Retail,Loyal,6,23.1,138.61,101.4,37.21,0
ORD-10335,2024-04-05,West,Office Supplies,Binders,Consumer,Retail,Loyal,3,13.94,41.82,23.42,18.4,1
ORD-10951,2024-04-05,Midwest,Office Supplies,Paper,Consumer,Retail,Returning,7,18.78,131.47,88.17,43.3,0
ORD-11019,2024-04-05,South,Furniture,Desks,Consumer,Online,Loyal,1,480.71,480.71,323.2,157.51,0
ORD-11134,2024-04-05,Midwest,Electronics,Phones,Corporate,Partner,Loyal,3,163.92,491.75,246.61,245.14,0
ORD-11306,2024-04-05,Midwest,Office Supplies,Binders,Consumer,Online,Returning,2,17.73,35.45,23.33,12.12,0
ORD-11557,2024-04-05,Midwest,Apparel,Men,Home Office,Retail,New,7,112.8,789.59,493.51,296.08,0
ORD-11759,2024-04-05,West,Electronics,Laptops,Consumer,Online,Returning,4,875.65,3502.58,1983.17,1519.41,0
ORD-12326,2024-04-05,Northeast,Apparel,Kids,Corporate,Online,New,2,99.04,198.08,125.72,72.36,0
ORD-10218,2024-04-06,South,Apparel,Kids,Consumer,Online,New,4,79.48,317.94,219.99,97.95,0
ORD-11008,2024-04-06,West,Office Supplies,Binders,Home Office,Retail,Loyal,7,18.83,131.78,82.83,48.95,0
ORD-12107,2024-04-06,Midwest,Furniture,Desks,Home Office,Retail,Loyal,7,474.3,3320.07,2025.48,1294.59,0
ORD-12365,2024-04-06,South,Office Supplies,Binders,Consumer,Retail,Loyal,7,28.42,198.96,107.55,91.41,0
ORD-10266,2024-04-07,West,Office Supplies,Paper,Consumer,Retail,Returning,2,27.36,54.73,26.84,27.89,0
ORD-10811,2024-04-07,Northeast,Furniture,Desks,Consumer,Online,Returning,6,509.4,3056.41,2273.31,783.1,0
